Id,Name,Zone,Toldescribe,Description,Tel,Add,Zipcode,Region,Town,Travellinginfo,Opentime,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Map,Gov,Px,Py,Orgclass,Class1,Class2,Class3,Level,Website,Parkinginfo,Parkinginfo_Px,Parkinginfo_Py,Ticketinfo,Remarks,Keyword,Changetime,seg,year
C1_382000000A_109769,金山老街(金包里老街),,金山老街又名金包里老街，是目前北海岸僅存的清代老街，已有三百多年的歷史，是金包里住民以前主要的農產、漁獲集散地。來到金包里老街，絕對不能錯過的就是，廣安宮廟口的超人氣鴨肉攤，自助式的端菜文化更形成本地特殊的景觀。來金山老街不論愛吃甜或鹹，都能滿足大眾的味蕾。金山老街昔日是金山一帶漁獲和農產的集散地。由於省道改變原有交通動線，金山的市街重心轉移至中山路，金包里街逐漸沒落。但是也因為如此，老街上保留了傳統的理髮店、米店、布莊、雜貨店，逛起來特別有古早味。眾多歷史悠久的人氣美食及當地特產，超人氣店家眾多，包括廟口前的「金包里鴨肉」、以一口酥、一口麻荖與手工蛋捲聞名的「獅子林餅舖」、花生口味最受歡迎的「阿玉蔴粩」，還有新鮮水果手工冰淇淋「雪豹冰城」、金山特產「拔絲地瓜」也不能錯過唷!此外，到金山泡溫泉、走魚路古道，也都是一年之始，可以洗滌身心、活動筋骨的好活動。,在地農產漁獲的美味集散地，現炊小點伴手好選擇,886-2-24985965,新北市208金山區金包里街,208.0,新北市,金山區,公車：1.皇家客運：金山-陽明山-台北 2.基隆客運：板橋-臺北大安區-萬里-金山3.國光客運：金青-台北、法鼓山-台北4.淡水客運：淡水-金山,全年開放(依店家營業時間為主),https://newtaipei.travel/content/images/attractions/25477/640x480_attractions-image-4oqs3-jxpe2uljjo426zcq.jpg,金山老街,,,,,,382000000A,121.63827,25.22183,,1,6.0,12.0,,,,,,,,,2022/6/14 15:52,"['老街', '金山', '金包里', '歷史', '農產', '漁獲', '錯過', '眾多', '特產', '活動', '超人', '包里', '集散地', '手工', '一口', '北海岸', '米店', '冰城', '住民', '自助式', '僅存', '絕對', '廣安宮', '廟口', '氣鴨肉', '景觀', '不論', '愛吃', '滿足', '大眾', '一帶', '改變', '動線', '市街', '逐漸', '沒落', '因為', '傳統', '布莊', '雜貨店', '逛起', '特別', '早味', '人氣', '當地', '鴨肉', '聞名', '獅子', '林餅', '歡迎', '還有', '新鮮', '拔絲', '溫泉', '魚路', '洗滌', '端菜', '味蕾', '三百多年', '中山路', '冰淇淋', '口前', '省道', '地瓜', '雪豹', '古道', '店家', '美食', '筋骨', '移至', '之始', '口味', '身心', '最受', '悠久', '不能', '昔日', '重心', '花生', '本地', '又名', '水果', '街上', '原有', '清代', '保留', '交通', '已有', '特殊', '一年', '以前', '文化', '如此', '此外', '形成', '包括', '但是', '目前', '就是', '可以', '主要']",2022
C1_382000000A_109770,金山慈護宮,,位於金山下街的慈護宮擁有二百年歷史，是金山最具規模的廟宇，主要供奉金面媽祖，是當地信仰中心，在地金山人稱「大廟」。從臺基、屋架、屋頂到屋身等各方面精雕細琢的藝術表現，都值得細賞。大殿呈八角狀的龍柱為清朝同治時期的工藝極品，頗為稀有。慈護宮媽祖又分大媽與二媽。二媽曾經在海中漂流，因緣際會來到野柳海邊被發現，因為神像只有八吋大，為了要與大媽大小一樣，信徒們遂集資雕作一尊大型媽祖神像，將八吋媽藏身其中，這就是「媽中媽」的由來。後來，二媽每年農曆四月十六日從金山遶境至野柳「回娘家」作客，也成了金山、石門和萬里間獨一無二的慶典活動。,金山人口中的「大廟」，供奉著金面媽祖,886-2-24982510,新北市208金山區金包里街16號,208.0,新北市,金山區,1.淡水捷運站搭乘台灣好行-皇冠北海岸線→至「金山遊客中心」站下車2.基隆客運：1022基隆-金山→至「金山站」下車3.淡水客運：1262淡水-基隆→至「金山站」下車4.皇家客運：1717臺北-陽明山-金山→至「金山站」下車5.國光客運：1815臺北-金山→至「金山遊客中心」下車,05：00~21：00,https://newtaipei.travel/content/images/attractions/39285/640x480_attractions-image-u0kpqm7rxekn4vweee-1ja.png,金山慈護宮,,,,,,382000000A,121.64028,25.22092,,4,,,,,,,,,,,2022/3/25 10:13,"['金山', '二媽', '媽祖', '野柳', '神像', '下街', '慈護宮', '擁有', '歷史', '規模', '廟宇', '金面', '當地', '人稱', '大廟', '屋頂', '屋身', '精雕', '細琢', '藝術表現', '細賞', '龍柱', '時期', '工藝', '極品', '慈護', '宮媽祖', '分大媽', '曾經', '因緣際會', '海邊', '發現', '因為', '大媽', '一樣', '集資', '雕作', '將八', '媽中媽', '石門', '萬里間', '獨一無二', '慶典', '活動', '屋架', '作客', '二百年', '十六日', '回娘家', '漂流', '藏身', '八角', '一尊', '稀有', '海中', '同治', '信徒', '供奉', '大殿', '最具', '四月', '信仰', '清朝', '值得', '大小', '大型', '每年', '中心', '只有', '方面', '其中', '就是', '主要']",2022
C1_382000000A_109772,芑豐居(李芑豐古宅),,位在新北市金山區，有著約200年歷史的閩南式三合院-李芑豐古宅，為北海岸地區保留最完整也是最華麗的的閩南式。據悉，芑豐居的主人為李佈，在西元一八○二年自漳州移民來台開墾，白手起家，富甲一方，傳為當時金包里等地區的首富與望族。踏入芑豐居，前有半月池，後有果園，昔人求富求財的風水設計在這一方古厝內表露無遺。依清朝民風，一般庶民的房舍不可出現翹尾燕脊，除了廟宇宗祠外，只有當官或中科舉的人家，才有資格建造燕尾裝飾的屋脊，然而芑豐居擁有華麗的燕尾屋脊，足見主人的權勢與功績。屋脊上的剪黏裝飾亦極為講究。目前芑豐居仍有人居住，只要不打擾，仍歡迎在外參觀。,堪稱金山當地最華麗的古厝-芑豐居，屋主當年在北台灣富甲一方，號稱李佈公。依照清朝制度，除了廟宇宗祠外，只有當官或中科舉的人家，才有資格建造燕尾裝飾的屋脊，這座李芑豐古宅可能是官宦世家，才能建造出如此華美大器的住宅；典型的三合院形式，格局方正的正屋，以及左右護龍，看來氣勢非凡，最特別的是前院外埕還保有目前台灣少見的半月形風水池!,886-9-22910111,新北市208金山區清水路21巷3號,208.0,新北市,金山區,【大眾運輸】1.搭乘「基隆-淡水」862公車→至「横溪橋站」下車步行可達2.搭乘「淡水-金山」863公車→至「横溪橋站」下車步行可達3.搭乘基隆客運829→至「横溪橋站」下車步行可達【自行開車】1.國道1號→台62線→沿著北部濱海公路/台2線前往金山區即可抵達,全年開放(不開放屋內參觀),https://newtaipei.travel/content/images/attractions/39244/640x480_attractions-image-07ade82_fkwymtm3j-lw8a.jpg,芑豐居(李芑豐古宅),,,,,,382000000A,121.62647,25.23057,,1,,,,,,,,,,,2021/7/26 14:30,"['豐居', '屋脊', '南式', '地區', '燕尾', '主人', '古宅', '北海岸', '昔人', '三合院', '富甲一方', '新北市', '200', '歷史', '李芑', '最華麗', '據悉', '西元', '來台', '開墾', '傳為', '當時', '果園', '求富', '求財', '風水', '設計', '古厝', '無遺', '民風', '出現', '尾燕脊', '廟宇', '當官', '舉的', '資格', '裝飾', '豐居擁', '有華麗', '足見', '權勢', '功績', '黏裝飾', '極為', '講究', '打擾', '仍歡', '參觀', '白手起家', '宗祠', '望族', '踏入', '一八', '中科', '表露', '庶民', '漳州', '前有', '首富', '包里', '房舍', '金山', '半月', '移民', '在外', '清朝', '一方', '建造', '保留', '居住', '完整', '二年', '人家', '不可', '然而', '除了', '只要', '有人', '只有', '一般', '目前']",2021
C1_382000000A_109774,筠園-鄧麗君墓園,,「筠園」之名取自鄧麗君的本名鄧麗筠，是一座結合藝術、宗教、人文的現代化墓園。琴鍵造型的地景、馬賽克拼貼的樂手舞群、當令草花舖成的彩色音符、趣味抽象的銅塑樂器。墓園還介紹鄧麗君的生平事跡以及播放她生前的歌曲，每年海內外來此懷念鄧麗君的歌迷絡繹不絕。從入口前方的廣場中央開始，大型鋼琴鍵盤的石雕就能吸引遊客的目光，右方花園中，樹有一座鄧麗君歌唱神情的雕塑，彷彿其甜美悅耳的歌聲長存歌迷心中。每年都有來自海外的歌迷齊聚在此悼念。若從視野開闊的筠園遠眺，還能將金山海岸的美景盡收眼底。從入口前方的廣場中央開始，大型鋼琴鍵盤的石雕就能吸引遊客的目光，右方花園中，樹有一座鄧麗君歌唱神情的雕塑，彷彿其甜美悅耳的歌聲長存我們心中。從視野開闊的筠園遠眺，金山海岸的美景盡收眼底，能深刻體會金山的山水之美。,「筠園」以鄧麗君本名命名，是一座結合藝術、宗教、人文的現代化墓園。琴鍵造型的地景、馬賽克拼貼的樂手舞群、當令草花舖成的彩色音符、趣味抽象的銅塑樂器...再加上播放她原聲演唱的歌曲。從入口前方的廣場中央開始，大型鋼琴鍵盤的石雕就能吸引遊客的目光，右方花園中，樹有一座鄧麗君歌唱神情的雕塑，彷彿其甜美悅耳的歌聲長存歌迷心中。每年都有大批來自台灣、大陸、日本、香港、新加坡的歌迷齊聚在此悼念。若從視野開闊的筠園遠眺，還能將金山海岸的美景盡收眼底。,886-2-24985900,新北市208金山區西湖里西勢湖18號,208.0,新北市,金山區,【大眾運輸】1.國光客運臺北總站：搭乘臺北至金青中心路線→至中山路「金山郵局」站下車2.皇家客運臺北總站：搭乘臺北至金山路線→至金山中山路「總站」下車3.淡水客運淡水總站：搭乘淡水至金山路線→至中山路「金山郵局」站下車4.基隆客運之基隆市區總站：搭乘基隆至金山路線→至「金山區公所」站下車5.淡水捷運站出站後右轉，約100公尺處搭乘「台灣好行-皇冠北海岸線」巴士【自行開車】1.自...,08：00-17：00,https://newtaipei.travel/content/images/attractions/626/640x480_09f44113-fda6-442d-9a5f-3529fc45ec87.jpg,筠園-鄧麗君墓園-鄧麗君像,,,,,,382000000A,121.60173,25.24799,,18,,,,,,,,,,,2021/4/21 10:13,"['鄧麗君', '筠園', '歌迷', '金山', '墓園', '廣場', '開始', '鋼琴鍵', '遊客', '花園', '樹有', '悅耳', '歌聲長', '開闊', '遠眺', '盡收', '右方', '甜美', '眼底', '美景', '一座', '石雕', '歌唱', '雕塑', '入口', '前方', '海岸', '神情', '目光', '吸引', '鄧麗筠', '結合', '藝術', '現代化', '琴鍵', '地景', '賽克', '拼貼', '樂手', '舞群', '當令', '草花', '銅塑樂器', '還介紹', '事跡', '海內', '外來', '懷念', '絡繹不絕', '齊聚', '視野', '還能將', '我們', '從視野', '體會', '之美', '大型', '每年', '心中', '中央', '音符', '悼念', '取自', '本名', '趣味', '播放', '生平', '歌曲', '人文', '之名', '彩色', '抽象', '山水', '生前', '造型', '深刻', '宗教', '海外', '以及']",2021
C1_382000000A_109778,金山青年活動中心,,金山青年活動中心位在北海岸的金山區，緊鄰金山水域遊憩區，是救國團所成立的第一個青年活動中心，同時也是面積最為廣闊的。活動中心內設有完善設施，包括烤肉區、露營區、溫泉館、會議中心、漆彈活動場、探索教育學習場、住宿及餐飲等設施，不僅可提供一般民眾使用，更是學生及公司團體的訓練研習的場所。金山青年活動中心環境清幽、依山傍海、景色怡人，金山青年活動中心的溫泉館，佔地四千多坪，可容納五百多人同時使用，水質清滑，無刺鼻味，外觀造型設計為採光極佳的藍色玻璃天幕及塑鋼帷幕結構的建築，內部則以庭園造景方式，模仿自然山泉、樓台亭榭，疊石飛瀑，又兼有熱帶風情的植物點綴其中，還有可以欣賞海景的景觀池，遊客能在此地徹底放鬆身心，享受美好的溫泉時光。,金山青年活動中心是救國團所屬，面積大、也有設立的活動中心，設施完善，有住宿、餐飲、會議中心、烤肉區、露營區、探索教育體驗區、美麗的海水浴場及佔地廣達1000坪的溫泉健身館。,886-2-24981190,新北市208金山區青年路1號,208.0,新北市,金山區,【大眾運輸】1. 從淡水捷運站搭乘台灣好行-皇冠北海岸線→至金山遊客中心〈獅頭山公園〉站下車2. 於淡水捷運站前、基隆火車站旁搭乘兩地對開的淡水或基隆客運→於金山「郵局」站下車3. 台北公園路公保大樓前搭乘陽明山往金山的皇家客運→於金山「郵局」站下車4. 國光客運台北總站搭乘台北至金青中心班車→於「金青」站下車【自行開車】1.台北→淡水→淡金公路→金山2.國道3號→萬里交流道→...,依各設施公告時間為主,https://newtaipei.travel/content/images/attractions/39283/640x480_attractions-image-j-qwwazdyu2rnujbpdy4pq.png,金山青年活動中心,,,,,,382000000A,121.64199,25.22542,,18,,,,,,,,,,,2021/7/29 09:37,"['活動', '金山', '中心', '青年', '設施', '溫泉館', '北海岸', '緊鄰', '憩區', '救國團', '同時', '面積', '最為', '廣闊', '內設', '露營區', '會議', '漆彈', '活動場', '學習場', '及餐', '不僅', '民眾', '學生', '團體', '訓練', '研習', '場所', '環境', '依山傍海', '佔地', '可容納', '人同', '水質', '清滑', '外觀', '設計', '採光', '極佳', '藍色', '塑鋼', '結構', '建築', '內部則', '以庭園', '造景', '樓台', '疊石', '飛瀑', '熱帶', '風情', '點綴', '還有', '欣賞', '景觀池', '遊客', '徹底', '溫泉', '時光', '亭榭', '怡人', '四千多', '海景', '五百多', '烤肉', '山泉', '天幕', '清幽', '刺鼻', '使用', '帷幕', '住宿', '身心', '兼有', '景色', '模仿', '水域', '美好', '此地', '造型', '探索', '玻璃', '享受', '完善', '更是', '植物', '教育', '第一', '成立', '自然', '方式', '提供', '一般', '包括', '其中', '可以', '公司']",2021
C1_382000000A_109781,新北市軍人忠靈祠(武器公園),,新北市軍人忠靈祠原名新北市軍人公墓，位於新北市樹林區大同山之陽，佔地五點六公頃，靈堂於四十八年七月建峻，供做公殞軍人及亡故榮民英烈長祀之所。原軍人公墓因使用二十多年，早期建築簡陋，各項設施剝落，靈堂納骨室亦不敷使用，七十一年於原址重新整建，七十三年三月完工啟用，八十五年六月奉准更名為「新北市軍人忠靈祠」，縣市改制後更名為「新北市軍人忠靈祠」。春秋季祭典活動凡現役軍人因作戰、公、病、意外死亡或志願役依法退除役軍人死亡者，依其遺屬意願得向新北市政府民政局申請安厝於本市軍人忠靈祠。新北市各界國殤將士春、秋季祭典於每年三月二十九日與九月三日假軍人忠靈祠舉行暨追悼陣(公)亡軍人，並邀請遺族親友及機關團體代表參加致祭，典禮由市長主祭，市內各界首長、民意代表陪祭，遺族親友、駐軍及機關團體代表與祭，場面莊嚴肅穆。倚山而建的忠靈祠，近年來國防部將多項陸空報廢品，如坦克、戰機、飛彈等武器，移送忠靈祠旁廣場，供民眾欣賞，故又名「武器公園」。「武器公園」是目前全台展示國防部武器規模最大的公園，包含陸、海、空軍各式造型雄偉的裝備武器。如世界第一架擁有兩倍音速的戰機(TF-104G星式戰鬥機)、中肇軍艦海錨、廬山艦海錨、K30單管五吋炮、M166型山炮、高射炮及飛彈等。這些裝備都曾參與保衛國家數十年，且大多保存完好，就算不是武器迷，也能快速在實體展示與立牌解說下進入情境，了解每個武器的功用與時代意義。「TF-104G星式戰鬥機」是60年代高速戰鬥機的代表！展示的這台是雙座位教練型，僅提供訓練使用。忠靈祠位於大同山山腳下，其外環步道亦可串聯周遭的登山步道，由多福步道可通往三角埔頂山、青龍嶺、大同山與南寮福德宮等地，是近郊一日踏青的熱門登山步道，每年9-12月芒草季節時更是吸引了眾多民眾前健行賞景！,莊嚴祭祀場合旁，設置軍事裝備，為祠區增添雄偉氣息,886-2-26894924,新北市238樹林區忠義街25號,238.0,新北市,樹林區,【大眾運輸】1.搭乘捷運至迴龍捷運站下車，轉乘三重客運橘26公車，抵達公路新村戰後下車，步行即可到達2.搭乘台北客運701號公車、843號公車及三重客運橘26公車，或搭乘火車至樹林站下車後轉乘公車即可到達。【自行開車】1.國道一號下五股交流道，朝五股/新莊方向，行駛五股新五路右轉新莊中山路一段行駛至新莊中山路三段右轉新莊中正路，右轉116縣道，再右轉忠義街即可到達,每日 08:30-17:00(週一休息),https://newtaipei.travel/content/images/attractions/638/640x480_4a342492-59e8-4c4f-8ac6-10b2905626b8.jpg,武器公園,,,,,,382000000A,121.40953,25.01347,,18,,,,,,,,,,,2022/7/19 08:57,"['新北市', '靈祠', '軍人忠', '武器', '軍人', '公園', '戰鬥機', '防部', '大同', '靈堂', '遺族', '親友', '機關', '團體', '忠靈祠', '戰機', '飛彈', '裝備', 'TF', '104G', '星式', '海錨', '祭典', '展示', '公墓', '各界', '登山', '更名', '三月', '代表', '使用', '步道', '整建', '安厝', '七十三年', '民意代表', '山山', '健行', '樹林區', '山之陽', '地五點', '六公頃', '建峻', '公殞', '軍人及', '榮民', '原軍人', '建築', '簡陋', '各項', '設施', '剝落', '納骨室', '啟用', '奉准', '縣市', '活動', '現役', '因作戰', '或志願役', '退除役', '遺屬', '意願', '新北', '申請', '國殤', '將士春', '假軍人忠', '舉行', '亡軍人', '並邀', '參加致', '典禮', '市長', '市內', '首長', '駐軍及', '場面莊', '嚴肅穆', '倚山', '來國', '將多項', '陸空報', '廢品', '旁廣場', '供民眾', '欣賞', '規模', '雄偉', '擁有', '兩倍', '中肇軍艦', '廬山艦', 'K30', '單管', 'M166', '這些', '保衛國家數', '實體', '立牌', '解說', '進入', '每個', '時代意義', '60', '這台', '是雙', '教練型', '訓練', '忠靈', '祠位', '腳下', '環步', '串聯', '頂山', '青龍嶺', '福德宮', '熱門', '12', '芒草', '季節', '眾多民眾', '賞景', '七十一', '春秋季', '多福', '死亡者', '陪祭', '每年', '追悼', '踏青', '主祭', '山炮', '四十八年', '其外', '音速', '二十九日', '原址', '英烈', '故又名', '亡故', '情境', '民政局', '移送', '依其', '周遭', '高射炮', '第一架', '功用', '各式']",2022
C1_382000000A_109788,金山舊機場遺址,,金山舊機場遺址的由來，源自當年日據時代曾在此建設小型軍機場，但剛啟用不久就飛機失事，最後成為一座尚未正式啟用便被廢棄的機場。如今現地還遺留有當年用來壓實地面的三巨大石輪，為日軍興建機場時用來輾平地面的工具，也是現今僅存的遺跡。而機場原址大部分早已成為農田(位在重光六股花卉農業區內)，是全國不小的杜鵑花花材供應地，一年的輸出量多達幾百萬株，陽明山的杜鵑大都從這裡移植供應。另一處為一座逾200年歷史的閩南式三合院-李芑豐古宅，為北海岸地區保留最完整的閩南式古厝。據悉，芑豐居的主人為李佈，在西元一八○二年自漳州移民來台開墾，白手起家，富甲一方，傳為當時金包里等地區的首富與望族。踏入芑豐居，前有半月池，後有果園，昔人求富求財的風水設計在這一方古厝內表露無遺。依清朝民風，一般庶民的房舍不可出現翹尾燕脊，然而芑豐居擁有華麗的燕尾屋脊，足見主人的權勢與功績。屋脊上的剪黏裝飾亦極為講究。目前芑豐居仍有人居住，只要不打擾，仍歡迎在外參觀。,金山舊機場遺址的由來，源自當年日據時代曾在此建設小型軍機場，但剛啟用不久就飛機失事，最後成為一座尚未正式啟用便被廢棄的機場。如今現地還遺留有當年用來壓實地面的三巨大石輪，為日軍興建機場時用來輾平地面的工具，也是現今僅存的遺跡。而機場原址大部分早已成為農田(位在重光六股花卉農業區內)，是全國不小的杜鵑花花材供應地，一年的輸出量多達幾百萬株，陽明山的杜鵑大都從這裡移植供應。另一處為一座逾200年歷史的閩南式三合院-李芑豐古宅，為北海岸地區保留最完整的閩南式古厝。據悉，芑豐居的主人為李佈，在西元一八○二年自漳州移民來台開墾，白手起家，富甲一方，傳為當時金包里等地區的首富與望族。踏入芑豐居，前有半月池，後有果園，昔人求富求財的風水設計在這一方古厝內表露無遺。依清朝民風，一般庶民的房舍不可出現翹尾燕脊...,886-2-24985965,新北市208金山區三界里三界壇路101號旁,208.0,新北市,金山區,,全年開放,https://newtaipei.travel/content/images/attractions/36097/640x480_attractions-image-k28t4roftkuzkmrafqipya.jpg,金山舊機場遺址,,,,,,382000000A,121.62116,25.23029,,3,,,,,,,,,,,2021/5/21 18:02,"['機場', '豐居', '當年', '啟用', '杜鵑', '南式', '地區', '古厝', '屋脊', '出量', '主人', '古宅', '北海岸', '昔人', '一座', '三合院', '富甲一方', '舊機場', '遺址', '日據', '時代', '建設', '軍機場', '但剛', '飛機', '最後成', '廢棄', '現地', '還遺', '壓實', '石輪', '軍興建', '時用', '輾平', '現今', '僅存', '遺跡', '成為', '農田', '農業區', '全國', '材供', '應地', '多達', '幾百萬株', '陽明山', '這裡', '供應', '一處', '200', '歷史', '李芑', '據悉', '西元', '來台', '開墾', '傳為', '當時', '果園', '求富', '求財', '風水', '設計', '無遺', '民風', '出現', '尾燕脊', '豐居擁', '有華麗', '足見', '權勢', '功績', '黏裝飾', '極為', '講究', '打擾', '仍歡', '參觀', '地面', '六股', '白手起家', '燕尾', '重光', '望族', '原址', '踏入', '一八', '失事', '花花', '表露', '庶民', '漳州', '前有', '首富', '包里', '房舍', '源自', '留有', '移植', '金山', '花卉', '半月', '移民', '在外', '不小', '清朝', '一方', '小型', '大都', '保留', '居住', '完整', '二年', '工具', '早已', '尚未', '不久', '大部分', '不可', '巨大', '然而', '一年', '正式', '只要', '有人', '如今', '一般', '目前']",2021
C1_382000000A_109792,獅頭山公園(獅頭山步道),,「獅頭山公園」位於海拔約70公尺的金山岬上，望東可見野柳岬，西邊則是磺港漁港與中角的山海景，一次飽覽「金山海岸三大奇景」：燭臺雙嶼、磺港漁火及水尾泛月。在長期在軍事管制的保護下，獅頭山的生態資源完整豐富，近年更因復育有成，不同季節時，還可在步道上偶遇臺灣百合或金花石蒜怒放美景。從早期的軍事海防管制區轉型為觀光勝地，仍留有舊營房、碉堡、砲台及原始自然生態，是一條三面臨海且視野極佳的森林步道。獅頭山的環狀步道兩旁樹木成蔭，走來涼爽且路面平緩，適合全家一起出遊，位於入口處的『彌勒佛-阿福』，笑瞇瞇的超可愛，別忘了來跟祂合影留念，往裡走還可以欣賞有淒美「夫妻石」傳說故事，貌似兩座燭臺的「燭台雙嶼」，拍攝最好的角度就在這個觀景平台，從鋼製圓形框景往外拍，燭台雙嶼這一對海蝕石柱宛如一對攜手對望的夫妻，也很適合情侶一起來留念。以及進入北海岸的神秘海岸，在海蝕平台區欣賞豆腐岩、看砂岩遺跡。,保留軍事特色及原始生態，是三面臨海且視野佳的步道,886-2-24988980,新北市208金山區磺港路171-2號,208.0,新北市,金山區,1.從淡水捷運站搭乘台灣好行-皇冠北海岸線→至金山遊客中心〈獅頭山公園〉站下車。2.於淡水捷運站前、基隆火車站旁搭乘兩地對開的淡水或基隆客運→於金山「郵局」站下車。3.台北公園路公保大樓前搭乘陽明山往金山的皇家客運→於金山「郵局」站下車。4.國光客運台北總站搭乘台北至金青中心班車→於「金青」站下車。,全年開放,https://newtaipei.travel/content/images/attractions/661/640x480_22042f74-8ec1-4dc0-9575-69ee9749f1d5.jpg,獅頭山眺望燭台雙嶼,,,,,,382000000A,121.64574,25.22533,,11,,,,,,,,,,,2022/5/12 09:19,"['雙嶼', '磺港', '軍事', '獅頭山', '生態', '燭台', '海蝕', '金山', '管制', '海岸', '夫妻', '步道', '合情', '阿福', '平台', '北海岸', '獅頭', '山公園', '70', '望東', '可見', '西邊則', '漁港', '中角', '飽覽', '三大', '漁火及', '水尾泛', '保護下', '資源', '豐富', '季節', '還可', '石蒜', '區轉型', '觀光勝地', '舊營房', '一條', '臨海且', '視野', '極佳', '環狀步', '兩旁', '樹木', '成蔭', '走來', '爽且', '平緩', '適合', '出遊', '彌勒佛', '超可愛', '往裡', '走還', '欣賞', '淒美', '傳說', '兩座燭', '拍攝', '這個', '觀景', '這一對', '一對', '攜手', '很適', '進入', '區欣賞', '遺跡', '合影留念', '野柳', '偶遇', '海景', '怒放', '留念', '公尺', '一起', '奇景', '碉堡', '金花', '貌似', '美景', '宛如', '百合', '海防', '石柱', '留有', '砂岩', '入口', '三面', '豆腐', '路面', '全家', '近年', '神秘', '原始', '完整', '森林', '角度', '海拔', '故事', '早期', '最好', '自然', '一次', '不同', '以及', '可以']",2022
C1_382000000A_109793,金包里大路(魚路古道),,魚路古道，古稱魚仔路或金包里大路，海拔平均500公尺，屬新北市金山區。為當時的金包里(金山)漁民運送魚貨到大稻埕等地的必經道路，自陽金公路頂八煙站起至冷水坑，沿途的人文、生態，為古道中最精采及保存最完整的路段，後段即現今的「天母古道」，是一條綠蔭濃密、涼爽便捷的古道，適合全家同遊。沿陽金公路抵達上磺溪停車場有一解說亭，敘述早期的漁人、商旅為生活趕路及礦產等情形。沿著石階 而上，即接上山間小徑，循著小路穿越層層樹林，來到景觀臺，是眺望大油坑最佳地點，不遠處可看到早期礦工煮飯的灶，亦有解說牌。再走向前，一道有如銀白水鍊的番坑瀑布映入眼簾，令人精神為之一振，站在小橋之中，享受瀑布與流水所帶來的清涼與悠閒的感覺，頗令人愜意。,早年金山運送魚貨至台北的必經之路,886-2-24985965,新北市208金山區,208.0,新北市,金山區,【大眾運輸】1.台北車站(公園路健保大樓側)搭1717→至「八煙站」或「上磺溪站」【自行開車】1.陽金公路行至八煙站→由綠峰山莊前步道口進入魚路古道(或自上磺溪橋進入，這裡有國家公園管理處設立之停車場),全年開放,https://newtaipei.travel/content/images/attractions/44170/640x480_attractions-image-jphpcin39kqaiyfwtape8g.jpg,金包里魚路古道,,,,,,382000000A,121.58267,25.17065,,11,,,,,,,,,,,2022/5/26 12:24,"['古道', '包里', '金山', '瀑布', '磺溪', '天母', '大油', '令人', '早期', '公路', '魚路', '古稱', '魚仔路', '500', '屬新北市', '當時', '漁民運', '送魚', '貨到', '大稻', '必經', '自陽金', '頂八煙', '生態', '現今', '一條', '綠蔭', '濃密', '涼爽', '適合', '同遊', '沿陽金', '抵達', '停車場', '一解', '敘述', '漁人', '趕路', '礦產', '沿著', '石階', '即接', '間小徑', '循著', '層層', '樹林', '景觀', '地點', '不遠處', '礦工', '說牌', '眼簾', '小橋', '所帶', '清涼', '悠閒', '感覺', '愜意', '有解', '精采', '映入', '公尺', '白水', '商旅', '眺望', '冷水', '路段', '便捷', '有如', '人文', '穿越', '大路', '沿途', '小路', '流水', '全家', '上山', '最佳', '完整', '保存', '享受', '情形', '一道', '海拔', '走向', '道路', '之中', '精神', '平均', '看到', '之一', '生活']",2022
C1_382000000A_109805,蓋淡坑遺址,,樹林地區在早期盛產煤礦，至今留下不少礦坑遺址，擁有百年歷史的蓋淡坑的煤礦產量是當時山仔腳所有礦坑之冠，日本人統治台灣後也看上豐富的礦產資源，才會興建現在的山佳車站作為運煤專用車站，一直到1959年封坑。已有百年歷史的蓋淡坑封坑後，在地方有心人士的整修下重見天日。蓋淡坑煤礦產量為當年山仔腳所有礦坑之冠，日人據台後，就因看上蓋淡坑的煤礦資源才興建山仔腳驛做為運輸煤礦的專用車站。蓋淡坑鼎盛時期，人數最多時高達千人以上。,已有百年歷史的蓋淡坑自民國48年封坑後，在地方有心人士的整修下重見天日。蓋淡坑煤礦產量為當年山仔腳所有礦坑之冠，日人據台後，就因看上蓋淡坑的煤礦資源才興建山仔腳驛做為運輸煤礦的專用車站。蓋淡坑鼎盛時期，人數最多時高達千人以上。,886-2-26812106,新北市238樹林區信和街49巷底,238.0,新北市,樹林區,乘坐火車至山佳火車站，走中山路轉入信和街即可抵達,全年開放,https://newtaipei.travel/content/images/attractions/667/640x480_6e38c08c-f77f-4105-99b6-b719b2cdb9cd.jpg,蓋淡坑遺址 礦坑口,,,,,,382000000A,121.38661,24.97411,,1,,,,,,,,,,,2021/4/21 11:54,"['煤礦', '礦坑', '淡坑', '仔腳', '歷史', '礦產量', '專用', '車站', '封坑', '蓋淡坑', '之冠', '百年', '有心人士', '區在', '盛產', '遺址', '擁有', '當時山', '人統治', '台灣', '豐富', '礦產資源', '興建現', '山佳車', '運煤', '1959', '重見', '當年', '日人據', '資源', '興建山', '運輸', '時期', '人數', '最多時', '高達千人', '天日', '所有', '鼎盛', '整修', '林地', '早期', '至今', '已有', '留下', '不少', '日本', '一直', '以上', '地方']",2021
